"";"Kingdom";"Phylum";"Class";"Family";"Genus";"Species";"Average.annual.cost";"Cumulated.cost";"Number.estimates";"Number.year.values"
"518";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Cenchrus";"Cenchrus longisetus";0,000117805259604375;0,00565465246100998;10;10
"657";"Plantae";"Tracheophyta";"Magnoliopsida";"Cannabaceae";"Humulopsis";"Humulopsis scandens";0,000116708688953284;0,00560201706975763;2;2
"583";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Procyon lotor/Neovison vison/Oxyura jamaicensis";0,000113367301671833;0,00544163048024799;1;1
"444";"Plantae";"Tracheophyta";"Liliopsida";"Araceae";"Zantedeschia";"Zantedeschia aethiopica";0,000112843323654105;0,00541647953539706;1;1
"439";"Plantae";"Tracheophyta";"Magnoliopsida";"Phytolaccaceae";"Phytolacca";"Phytolacca americana";0,000110297569727634;0,00529428334692645;1;1
"441";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Stenotaphrum";"Stenotaphrum secundatum";0,00010550374064812;0,00506417955110977;1;1
"942";"Plantae";"Tracheophyta";"Magnoliopsida";"Euphorbiaceae";"Jatropha";"Jatropha curcas";0,000104788448729759;0,00502984553902844;1;5
"436";"Plantae";"Tracheophyta";"Magnoliopsida";"Saxifragaceae";"Hydrangea";"Hydrangea sp.";0,000101183922354319;0,00485682827300733;1;1
"437";"Plantae";"Tracheophyta";"Magnoliopsida";"Onagraceae";"Oenothera";"Oenothera glazioviana";0,000100297522185036;0,0048142810648817;1;1
"496";"Plantae";"Tracheophyta";"Magnoliopsida";"Scrophulariaceae";"Myoporum";"Myoporum laetum";9,82298162771743e-05;0,00471503118130437;18;18
"941";"Plantae";"Tracheophyta";"Magnoliopsida";"Poaceae";"Cenchrus";"Cenchrus purpureus";9,43820680508782e-05;0,00453033926644215;1;1
"423";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Sporobolus";"Sporobolus pumilus";9,39753528676472e-05;0,00451081693764707;1;1
"799";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Prunus";"Prunus serotina/Robinia pseudoacacia";9,12725698228584e-05;0,0043810833514972;1;1
"446";"Plantae";"Tracheophyta";"Magnoliopsida";"Acanthaceae";"Acanthus";"Acanthus mollis";8,82980184902709e-05;0,004238304887533;2;2
"932";"Plantae";"Tracheophyta";"Magnoliopsida";"Rhamnaceae";"Ziziphus";"Ziziphus mauritiana";8,72607820624339e-05;0,00418851753899683;1;3
"634";"Plantae";"Tracheophyta";"Magnoliopsida";"Sapindaceae";"Sapindus";"Sapindus saponaria";8,58324281529336e-05;0,00411995655134081;2;7
"1119";"Plantae";"Tracheophyta";"Magnoliopsida/Pinopsida";"Fabaceae/Myrtaceae";"Eucalyptus/Acacia";"Diverse/Unspecified";8,57106989189982e-05;0,00411411354811192;3;3
"223";"Animalia";"Arthropoda";"Insecta";"Cossidae";"Zeuzera";"Zeuzera pyrina";8,4027585134541e-05;0,00403332408645797;2;2
"793";"Plantae";"Tracheophyta";"Magnoliopsida";"Poaceae";"Panicum";"Panicum maximum";8,22463018620115e-05;0,00394782248937655;2;4
"529";"Plantae";"Tracheophyta";"Liliopsida";"Commelinaceae";"Tradescantia";"Tradescantia sp.";8,15920736201789e-05;0,00391641953376859;2;2
"510";"Plantae";"Tracheophyta";"Magnoliopsida";"Aizoaceae";"Drosanthemum";"Drosanthemum floribundum";7,98324500681039e-05;0,00383195760326899;2;2
"1118";"Plantae";"Tracheophyta";"Magnoliopsida/Pinopsida";"Fabaceae/Pinaceae";"Acacia/Pinus";"Diverse/Unspecified";7,70267314875919e-05;0,00369728311140441;3;3
"991";"Plantae";"Tracheophyta";"Magnoliopsida";"Apocynaceae";"Thevetia";"Thevetia peruviana";7,66632537098572e-05;0,00367983617807314;1;20
"667";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Paspalum";"Paspalum distichum";7,58417257141325e-05;0,00364040283427836;1;1
"990";"Plantae";"Tracheophyta";"Magnoliopsida";"Passifloraceae";"Passiflora";"Diverse/Unspecified";7,23238242545822e-05;0,00347154356421995;1;20
"668";"Plantae";"Tracheophyta";"Magnoliopsida";"Apocynaceae";"Periploca";"Periploca graeca";7,14410950750612e-05;0,00342917256360294;1;1
"1117";"Plantae";"Tracheophyta";"Magnoliopsida/Pinopsida";"Fabaceae/Pinaceae/Myrtaceae";"Acacia/Eucalyptus/Pinus";"Diverse/Unspecified";7,07040717486806e-05;0,00339379544393667;3;3
"13";"Animalia";"Chordata";"Mammalia";"Canidae";"Canis";"Canis lupus dingo/Canis lupus spp.";6,37514852889108e-05;0,00306007129386772;1;1
"476";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Oxalis/Acacia/Carpobrotus/Carpobrotus/Arctotheca";"Oxalis pes-caprae/Acacia melanoxylon/Carpobrotus edulis/Carpobrotus acinaciformis/Arctotheca calendula";6,22025141179568e-05;0,00298572067766193;1;4
"983";"Plantae";"Tracheophyta";"Magnoliopsida";"Apocynaceae";"Nerium";"Nerium oleander";6,21984888589407e-05;0,00298552746522915;1;20
"633";"Plantae";"Tracheophyta";"Magnoliopsida";"Lauraceae";"Persea";"Persea americana";6,14496149904073e-05;0,00294958151953955;2;8
"717";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Acacia mangium/Melaleuca quinquenervia";5,7152876060049e-05;0,00274333805088235;1;1
"494";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Gazania";"Gazania sp.";5,60279459820233e-05;0,00268934140713712;12;12
"618";"Plantae";"Tracheophyta";"Magnoliopsida";"Oleaceae";"Ligustrum";"Ligustrum lucidum";5,4180885831863e-05;0,00260068251992942;6;8
"504";"Plantae";"Tracheophyta";"Magnoliopsida";"Myrtaceae";"Eucalyptus";"Eucalyptus sp.";5,27568361394605e-05;0,0025323281346941;10;10
"536";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Azolla sp./Caulerpa racemosa/Caulerpa taxifolia/Eichhornia crassipes/Cenchrus sp./Pistia stratiotes/Salvinia sp./Egeria densa/Elodea canadensis/Estrilda astrild/Amandava amandava/Pseudosesarma moeschii/Trachemys scripta/Myiopsitta monachus/Psittacula krameri";5,16623033477633e-05;0,00247979056069264;3;3
"596";"Animalia";"Chordata";"Actinopterygii";"Loricariidae";"Pterygoplichthys";"Pterygoplichthys sp.";4,74110255938012e-05;0,00227572922850246;1;1
"467";"Animalia";"Chordata";"Actinopterygii";"Siluridae";"Silurus";"Silurus glanis";4,70700490196079e-05;0,00225936235294118;1;1
"811";"Plantae";"Tracheophyta";"Magnoliopsida";"Apiaceae";"Heracleum/Ambrosia";"Heracleum sosnowskyi/Ambrosia artemisiifolia";4,69984773959676e-05;0,00225592691500645;1;1
"585";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Gleditsia";"Gleditsia triacanthos";4,6432490608298e-05;0,0022287595491983;2;2
"927";"Plantae";"Tracheophyta";"Magnoliopsida";"Tamaricaceae";"Tamarix";"Tamarix chinensis";4,60202274828316e-05;0,00220897091917592;1;1
"544";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Trachemys scripta/Myiopsitta monachus/Psittacula krameri/Estrilda astrild/Amandava amandava/Pseudosesarma moeschii/Eichhornia crassipes/Cenchrus sp./Cortaderia sp./Pistia stratiotes/Salvinia sp./Elodea canadensis/Pomacea canaliculata/Pomacea diffusa";4,44938124189577e-05;0,00213570299610997;3;3
"931";"Plantae";"Tracheophyta";"Filicopsida";"Salviniaceae";"Salvinia";"Salvinia molesta";4,26083502739097e-05;0,00204520081314766;1;1
"59";"Animalia";"Chordata";"Mammalia";"Canidae/Felidae";"Diverse/Unspecified";"Diverse/Unspecified";4,21443947106458e-05;0,002022930946111;1;1
"930";"Plantae";"Tracheophyta";"Magnoliopsida";"Solanaceae";"Solanum";"Solanum tampicense";4,20759402170919e-05;0,00201964513042041;1;1
"501";"Plantae";"Tracheophyta";"Liliopsida";"Asphodelaceae";"Aloe";"Aloe sp.";4,20470654046898e-05;0,00201825913942511;12;12
"221";"Animalia";"Arthropoda";"Insecta";"Formicidae";"Oecophylla";"Oecophylla longinoda";4,05328874077025e-05;0,00194557859556972;1;1
"492";"Plantae";"Tracheophyta";"Magnoliopsida";"Aizoaceae";"Mesembryanthemum";"Mesembryanthemum cordifolium";3,82244451794644e-05;0,00183477336861429;9;9
"890";"Plantae";"Tracheophyta";"Magnoliopsida";"Diverse/Unspecified";"Diverse/Unspecified";"Ludwigia spp./Myriophyllum aquaticum/Hydrocotyle ranunculoides";3,72098981744558e-05;0,00178607511237388;4;4
"532";"Plantae";"Tracheophyta";"Magnoliopsida";"Apocynaceae";"Araujia";"Araujia sericifera";3,71182764495927e-05;0,00178167726958045;5;5
"922";"Animalia";"Mollusca";"Gastropoda";"Oxychilidae";"Selenochlamys";"Selenochlamys spp.";3,61863749185483e-05;0,00173694599609032;1;1
"653";"Plantae";"Tracheophyta";"Magnoliopsida";"Iridaceae";"Chasmanthe";"Chasmanthe bicolor";3,57205475375306e-05;0,00171458628180147;1;1
"656";"Plantae";"Tracheophyta";"Liliopsida";"Iridaceae";"Freesia";"Freesia alba";3,57205475375306e-05;0,00171458628180147;1;1
"666";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Paspalum";"Paspalum dilatatum";3,57205475375306e-05;0,00171458628180147;1;1
"676";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Sorghum";"Sorghum halepense";3,57205475375306e-05;0,00171458628180147;1;1
"503";"Plantae";"Tracheophyta";"Magnoliopsida";"Myrtaceae";"Eucalyptus";"Eucalyptus camaldulensis";3,56661576588562e-05;0,0017119755676251;3;3
"449";"Animalia";"Chordata";"Mammalia";"Erinaceidae";"Atelerix";"Atelerix albiventris";3,56219389010746e-05;0,00170985306725158;1;1
"925";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Brachiaria";"Brachiaria mutica";3,55656954032493e-05;0,00170715337935597;1;1
"926";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Centaurea";"Centaurea trichocephala";3,33956848826394e-05;0,00160299287436669;1;5
"920";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Ambrosia";"Diverse/Unspecified";3,3200225572071e-05;0,00159361082745941;1;11
"516";"Plantae";"Tracheophyta";"Magnoliopsida";"Crassulaceae";"Kalanchoe";"Kalanchoe daigremontiana";3,29694401621501e-05;0,00158253312778321;3;3
"220";"Animalia";"Arthropoda";"Insecta";"Formicidae";"Crematogaster";"Crematogaster sp.";3,29369604761803e-05;0,00158097410285665;1;1
"505";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Helianthus";"Helianthus tuberosus";3,23625438778285e-05;0,00155340210613577;3;3
"688";"Animalia";"Chordata";"Actinopterygii";"Ictaluridae";"Ameiurus";"Ameiurus nebulosus";3,11368564766128e-05;0,00149456911087741;3;3
"560";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Agave";"Agave sisalana";3,04826593151532e-05;0,00146316764712735;4;4
"491";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Vachellia";"Vachellia karroo";2,85397319916929e-05;0,00136990713560126;2;2
"507";"Plantae";"Tracheophyta";"Magnoliopsida";"Paulowniaceae";"Paulownia";"Paulownia tomentosa";2,79073594077405e-05;0,00133955325157155;4;4
"898";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Imperata";"Imperata cylindrica";2,78098299641375e-05;0,0013348718382786;5;10
"497";"Plantae";"Tracheophyta";"Magnoliopsida";"Anacardiaceae";"Schinus";"Schinus terebinthifolia";2,75151695989242e-05;0,00132072814074836;2;2
"562";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Cylindropuntia";"Cylindropuntia leptocaulis";2,62616434952221e-05;0,00126055888777066;3;3
"526";"Plantae";"Tracheophyta";"Liliopsida";"Asphodelaceae";"Aloe";"Aloe microstigma";2,52480518109813e-05;0,0012119064869271;4;4
"499";"Plantae";"Tracheophyta";"Magnoliopsida";"Malvaceae";"Abutilon";"Abutilon theophrasti";2,48018678768709e-05;0,0011904896580898;5;5
"704";"Animalia";"Chordata";"Aves";"Pycnonotidae";"Pycnonotus";"Pycnonotus cafer";2,43972876304871e-05;0,00117106980626338;1;1
"534";"Animalia";"Chordata";"Actinopterygii";"Cyprinidae";"Carassius";"Carassius auratus";2,41620618734155e-05;0,00115977896992394;3;3
"517";"Plantae";"Tracheophyta";"Magnoliopsida";"Moraceae";"Morus";"Morus nigra";2,31714823944345e-05;0,00111223115493286;3;3
"651";"Plantae";"Tracheophyta";"Liliopsida";"Asteraceae/Poaceae";"Baccharis/Cortaderia";"Baccharis halimifolia/Cortaderia selloana";2,26578540909806e-05;0,00108757699636707;5;5
"681";"Plantae";"Tracheophyta";"Magnoliopsida";"Elaeagnaceae";"Elaegnus";"Elaeagnus angustifolia";1,88837920488458e-05;0,0009064220183446;3;3
"675";"Plantae";"Tracheophyta";"Magnoliopsida";"Saururaceae";"Saururus";"Saururus cernuus";1,85833294513787e-05;0,000891999813666176;6;6
"654";"Animalia";"Chordata";"Aves";"Anatidae";"Cygnus";"Cygnus atratus";1,83798579218004e-05;0,00088223318024642;1;1
"664";"Plantae";"Tracheophyta";"Magnoliopsida";"Solanaceae";"Lycium";"Lycium barbarum";1,78602737687653e-05;0,000857293140900735;1;1
"682";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Yucca";"Yucca filamentosa";1,77217531924872e-05;0,000850644153239386;2;2
"600";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Mesembryanthemum crystallinum/Lithobates catesbeianus/Coptodon zillii";1,71716753655145e-05;0,000824240417544696;1;1
"519";"Plantae";"Tracheophyta";"Liliopsida";"Arecaceae";"Washingtonia";"Washingtonia filifera";1,665798142825e-05;0,000799583108555998;4;4
"539";"Plantae";"Tracheophyta";"Magnoliopsida";"Nymphaeaceae";"Nymphaea";"Nymphaea sp.";1,6584057356157e-05;0,000796034753095535;1;1
"915";"Plantae";"Tracheophyta";"Magnoliopsida";"Asclepiadaceae";"Cryptostegia";"Cryptostegia grandiflora";1,60089177329718e-05;0,000768428051182648;1;5
"573";"Plantae";"Tracheophyta";"Magnoliopsida";"Nyctaginaceae";"Mirabilis";"Mirabilis jalapa";1,47883903370311e-05;0,000709842736177494;4;4
"910";"Plantae";"Tracheophyta";"Magnoliopsida";"Scrophulariaceae";"Myoporum";"Diverse/Unspecified";1,32800902288284e-05;0,000637444330983763;1;11
"911";"Plantae";"Tracheophyta";"Magnoliopsida";"Scrophulariaceae";"Myoporum";"Myoporum spp.";1,32800902288284e-05;0,000637444330983763;1;11
"514";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Spartium";"Spartium junceum";1,28570001366626e-05;0,000617136006559804;2;2
"559";"Plantae";"Tracheophyta";"Liliopsida";"Typhaceae";"Typha";"Typha domingensis";1,26702858911551e-05;0,000608173722775446;1;1
"509";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Agave";"Agave tequilana";1,2660319482139e-05;0,000607695335142672;5;5
"540";"Plantae";"Tracheophyta";"Liliopsida";"Asphodelaceae";"Aloe";"Aloe arborescens";1,19329078865525e-05;0,000572779578554518;4;4
"641";"Animalia";"Arthropoda";"Arachnida";"Varroidae";"Varroa";"Varroa jacobsoni";1,13616875355594e-05;0,00054536100170685;1;1
"928";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Cenchrus";"Cenchrus clandestinus";1,12050920371094e-05;0,000537844417781251;2;8
"561";"Plantae";"Tracheophyta";"Liliopsida";"Asphodelaceae";"Aloe";"Aloe maculata";1,11972740178844e-05;0,000537469152858449;5;5
"531";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Stipa";"Stipa caudata";1,11130378364086e-05;0,000533425816147615;2;2
"455";"Animalia";"Mollusca";"Gastropoda";"Helicidae";"Helix";"Helix lucorum";1,06512658067797e-05;0,000511260758725426;2;3
"590";"Plantae";"Tracheophyta";"Liliopsida";"Typhaceae";"Typha";"Typha angustifolia";1,00989668765493e-05;0,000484750410074366;3;3
"569";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Xanthium";"Xanthium orientale";9,94183450518705e-06;0,000477208056248978;2;2
"567";"Plantae";"Tracheophyta";"Magnoliopsida";"Solanaceae";"Solanum";"Solanum linnaeanum";9,79430441751259e-06;0,000470126612040604;3;3
"912";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Pilosella";"Hieracium pilosella nigrescens";9,53484753041267e-06;0,000457672681459808;1;1
"563";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Cylindropuntia";"Cylindropuntia sp.";9,51289283435921e-06;0,000456618856049242;3;3
"550";"Plantae";"Tracheophyta";"Magnoliopsida";"Geraniaceae";"Pelargonium";"Pelargonium sp.";9,43738234264162e-06;0,000452994352446798;2;2
"587";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Ulex";"Ulex parviflorus";9,03744941176472e-06;0,000433797571764707;1;1
"542";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Yucca";"Yucca gigantea";8,08978407617413e-06;0,000388309635656358;1;1
"1112";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae/Euphorbiaceae";"Centaurea/Euphorbia";"Centaurea stoebe/Euphorbia esula";7,76568266152341e-06;0,000372752767753124;1;1
"547";"Plantae";"Tracheophyta";"Polypodiopsida";"Salviniaceae";"Salvinia";"Salvinia natans";6,93384307003133e-06;0,000332824467361504;3;3
"546";"Plantae";"Tracheophyta";"Magnoliopsida";"Ebenaceae";"Diospyros";"Diospyros kaki";6,91321188822352e-06;0,000331834170634729;1;1
"537";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Aster";"Aster squamatus";6,47182726093931e-06;0,000310647708525087;1;1
"551";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Pennisetum";"Pelargonium capitatum";5,4866761017647e-06;0,000263360452884706;1;1
"623";"Plantae";"Tracheophyta";"Magnoliopsida";"Aristolochiaceae";"Aristolochia";"Aristolochia elegans";4,67952979886869e-06;0,000224617430345697;1;1
"586";"Plantae";"Tracheophyta";"Magnoliopsida";"Onagraceae";"Ludwigia";"Ludwigia repens";4,51872470588236e-06;0,000216898785882353;1;1
"580";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Jacobea";"Jacobaea maritima";4,2837846785578e-06;0,000205621664570774;2;2
"579";"Plantae";"Tracheophyta";"Magnoliopsida";"Salicaceae";"Salix";"Salix sp.";3,67181543876383e-06;0,000176247141060664;1;1
"584";"Plantae";"Tracheophyta";"Liliopsida";"Iridaceae";"Freesia";"Freesia refracta";3,61722029756637e-06;0,000173626574283186;2;2
"577";"Plantae";"Tracheophyta";"Liliopsida";"Asphodelaceae";"Haworthiopsis";"Haworthiopsis attenuata";3,51882312881533e-06;0,000168903510183136;2;2
"552";"Plantae";"Tracheophyta";"Magnoliopsida";"Apocynaceae";"Gomphocarpus";"Gomphocarpus sp.";3,51147270512941e-06;0,000168550689846212;1;1
"548";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Opuntia";"Opuntia humifusa";2,92622725427451e-06;0,000140458908205176;1;1
"608";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Cenchrus";"Cenchrus pilosus";2,62183010985491e-06;0,000125847845273036;1;2
"549";"Plantae";"Tracheophyta";"Magnoliopsida";"Euphorbiaceae";"Euphorbia";"Euphorbia stenoclada";2,48729316613333e-06;0,0001193900719744;1;1
"900";"Plantae";"Tracheophyta";"Magnoliopsida";"Poaceae";"Cenchrus";"Cenchrus pilosus";2,46291042045721e-06;0,000118219700181946;1;2
"523";"Plantae";"Tracheophyta";"Magnoliopsida";"Geraniaceae";"Pelargonium";"Pelargonium capitatum";2,42939410252705e-06;0,000116610916921298;2;2
"794";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae";"Pinus";"Pinus taeda";2,34190744379808e-06;0,000112411557302308;1;1
"627";"Plantae";"Tracheophyta";"Magnoliopsida";"Verbenaceae";"Lantana";"Lantana montevidensis";2,27985226943906e-06;0,000109432908933075;1;1
"566";"Plantae";"Tracheophyta";"Liliopsida";"Arecaceae";"Phoenix";"Phoenix canariensis";2,26096273355581e-06;0,000108526211210679;1;1
"545";"Plantae";"Tracheophyta";"Magnoliopsida";"Aizoaceae";"Aptenia";"Aptenia sp.";2,19467044070588e-06;0,000105344181153882;1;1
"167";"Animalia";"Arthropoda";"Insecta";"Crambidae";"Chilo";"Chilo suppressalis";2,18243089860196e-06;0,000104756683132894;1;1
"568";"Plantae";"Tracheophyta";"Liliopsida";"Arecaceae";"Washingtonia";"Washingtonia robusta";2,16898785882353e-06;0,00010411141722353;2;2
"570";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Xanthium";"Xanthium spinosum";1,80748988235294e-06;8,67595143529413e-05;1;1
"834";"Animalia";"Chordata";"Actinopterygii";"Centrarchidae";"Micropterus/Lepomis";"Micropterus salmoides";1,71037065786229e-06;8,20977915773901e-05;2;2
"607";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae";"Pinus";"Pinus halepensis";1,62825498417491e-06;7,81562392403955e-05;1;1
"670";"Animalia";"Arthropoda";"Malacostraca";"Cambaridae";"Procambarus";"Procambarus clarkii/Orconectes limosus";1,55235286501693e-06;7,45129375208125e-05;1;1
"134";"Animalia";"Chordata";"Mammalia";"Muridae/Phalangeridae";"Rattus/Trichosurus";"Rattus sp./Trichosurus vulpecula";1,43064873296352e-06;6,86711391822488e-05;3;3
"592";"Plantae";"Tracheophyta";"Magnoliopsida";"Oleaceae";"Ligustrum";"Ligustrum japonicum";1,41686997969498e-06;6,80097590253588e-05;1;1
"589";"Plantae";"Tracheophyta";"Magnoliopsida";"Moraceae";"Morus";"Morus alba";1,35657764013349e-06;6,51157267264074e-05;1;1
"528";"Plantae";"Tracheophyta";"Magnoliopsida";"Euphorbiaceae";"Ricinus";"Ricinus sp.";1,35116793371073e-06;6,48560608181152e-05;1;1
"591";"Plantae";"Tracheophyta";"Pinopsida";"Cupressaceae";"Cupressus";"Cupressus sempervirens";9,04385093422325e-07;4,34104844842716e-05;1;1
"833";"Animalia";"Chordata";"Actinopterygii";"Centrarchidae";"Micropterus/Lepomis";"Lepomis macrochirus";8,74169482574981e-07;4,19601351635991e-05;2;2
"578";"Plantae";"Tracheophyta";"Magnoliopsida";"Balsaminaceae";"Impatiens";"Impatiens balfourii";6,11969239793971e-07;2,93745235101106e-05;1;1
"581";"Plantae";"Tracheophyta";"Magnoliopsida";"Anacardiaceae";"Schinus";"Schinus molle";6,11969239793971e-07;2,93745235101106e-05;1;1
"535";"Animalia";"Chordata";"Reptilia";"Emydidae";"Graptemys";"Graptemys pseudogeographica";4,60738330337024e-07;2,21154398561772e-05;2;2
"137";"Animalia/Plantae";"Chordata/Diverse";"Amphibia/Arthropoda/Mammalia/Diverse";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";4,45125488168602e-07;2,13660234320929e-05;1;1
"555";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Erigeron";"Erigeron canadensis";3,72655467386915e-07;1,78874624345719e-05;1;1
"556";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Xanthium";"Xanthium echinatum";3,72655467386915e-07;1,78874624345719e-05;1;1
"724";"Plantae";"Tracheophyta";"Liliopsida";"Typhaceae";"Typha";"Typha sp.";2,86322327917039e-07;1,37434717400179e-05;1;1
"222";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Lupinus";"Lupinus perennis";2,52859020326527e-07;1,21372329756733e-05;1;1
"77";"Animalia";"Chordata";"Mammalia";"Mustelidae/Muridae/Phalangeridae";"Mustela/Rattus/Trichosurus";"Mustela erminea/Rattus rattus/Trichosurus vulpecula";1,29273207899294e-07;6,2051139791661e-06;1;1
"894";"Fungi";"Ascomycota";"Sordariomycetes";"Amphisphaeriaceae";"Pestalotia";"Eucalyptus spp.";1,26140420094136e-07;6,05474016451854e-06;1;1
"169";"Animalia";"Arthropoda";"Insecta";"Buprestidae/Cerambycidae";"Agrilus/Anoplophora";"Agrilus planipennis/Anoplophora glabripennis";6,5818746188455e-08;3,15929981704584e-06;1;1
"113";"Animalia";"Chordata";"Aves";"Passeridae";"Passer";"Passer domesticus";0;0;0;0
"233";"Animalia";"Arthropoda";"Insecta";"Delphacidae";"Perkinsiella";"Perkinsiella saccharicida";0;0;0;0
"311";"Plantae";"Tracheophyta";"Liliopsida/Magnoliopsida";"Pontederiaceae/Chenopodiaceae";"Eichhornia/Alternanthera";"Eichhornia crassipes/Alternanthera philoxeroides";0;0;0;0
"411";"Animalia";"Chordata";"Amphibia";"Ranidae";"Lithobathes";"Lithobates catesbeianus";0;0;0;0
"451";"Animalia";"Arthropoda";"Malacostraca";"Portunidae";"Callinectes";"Callinectes sapidus";0;0;0;0
"456";"Plantae";"Tracheophyta";"Eudocotids";"Apiaceae";"Heracleum";"Heracleum mantegazzianum";0;0;0;0
"469";"Animalia";"Mollusca";"Bivalvia";"Diverse/Unspecified";"Diverse/Unspecified";"Dreissena polymorpha/Corbicula fluminea";0;0;0;0
"480";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Cervus elaphus/Dama dama/Capra hircus/Procyon lotor/Nasua nasua/Myiopsitta monachus/Psittacula krameri/Vespa velutina/Zamenis scalaris/Hemorrhois hippocrepis/Malpolon monspessulanus/invasive rodents/Cyprinus carpio/Trachemys scripta";0;0;0;0
"482";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Genetta genetta/Felis catus/Capra hircus/invasive ophidian/invasive rodents/Cyprinus carpio/Trachemys scripta/Myiopsitta monachus/Vespa velutina";0;0;0;0
"483";"Animalia";"Chordata";"Reptilia";"Colubridae/Lamprophiidae";"Hemorrhois/Zamenis/Malpolon";"Hemorrhois hippocrepis/Zamenis scalaris/Malpolon monspessulanus";0;0;0;0
"484";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Cyprinus carpio/Trachemys scripta/Cortaderia sp./Pennisetum sp./Opuntia sp./Anthemis cotula/Disphyma sp.";0;0;0;0
"485";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Procyon lotor/Vespa velutina/Rattus sp.";0;0;0;0
"486";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Pennisetum sp./Zamenis scalaris/Hemorrhois hippocrepis";0;0;0;0
"487";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Pennisetum/Zamenis";"Pennisetum sp./Zamenis scalaris/Hemorrhois hippocrepis";0;0;0;0
